date,portfolio_value
2022-03-01 05:00:00+00:00,100000.0
2022-03-02 05:00:00+00:00,100015.81999999999
2022-03-03 05:00:00+00:00,100011.45999999999
2022-03-04 05:00:00+00:00,100004.37999999999
2022-03-07 05:00:00+00:00,99978.9
2022-03-08 05:00:00+00:00,99972.54
2022-03-09 05:00:00+00:00,100017.18
2022-03-10 05:00:00+00:00,100009.45999999999
2022-03-11 05:00:00+00:00,99987.81999999999
2022-03-14 04:00:00+00:00,99975.54
2022-03-15 04:00:00+00:00,100012.21999999999
2022-03-16 04:00:00+00:00,100050.01999999999
2022-03-17 04:00:00+00:00,100082.71999999999
2022-03-18 04:00:00+00:00,100103.41999999998
2022-03-21 04:00:00+00:00,100102.63999999998
2022-03-22 04:00:00+00:00,100133.83999999998
2022-03-23 04:00:00+00:00,100099.09999999998
2022-03-24 04:00:00+00:00,100152.61999999998
2022-03-25 04:00:00+00:00,100170.21999999999
2022-03-28 04:00:00+00:00,100195.41999999998
2022-03-29 04:00:00+00:00,100240.93999999999
2022-03-30 04:00:00+00:00,100219.01999999997
2022-03-31 04:00:00+00:00,100147.51999999997
2022-04-01 04:00:00+00:00,100160.31999999998
2022-04-04 04:00:00+00:00,100199.11999999998
2022-04-05 04:00:00+00:00,100141.41999999998
2022-04-06 04:00:00+00:00,100096.31999999999
2022-04-07 04:00:00+00:00,100123.31999999999
2022-04-08 04:00:00+00:00,100108.91999999998
2022-04-11 04:00:00+00:00,100017.11999999998
2022-04-12 04:00:00+00:00,99997.55999999998
2022-04-13 04:00:00+00:00,100057.79999999999
2022-04-14 04:00:00+00:00,99980.51999999999
2022-04-18 04:00:00+00:00,99983.04
2022-04-19 04:00:00+00:00,100082.01999999999
2022-04-20 04:00:00+00:00,100077.4
2022-04-21 04:00:00+00:00,99971.0
2022-04-22 04:00:00+00:00,99778.68
2022-04-25 04:00:00+00:00,99818.2
2022-04-26 04:00:00+00:00,99619.64
2022-04-27 04:00:00+00:00,99638.36
2022-04-28 04:00:00+00:00,99828.08
2022-04-29 04:00:00+00:00,99543.5
2022-05-02 04:00:00+00:00,99588.14
2022-05-03 04:00:00+00:00,99622.34
2022-05-04 04:00:00+00:00,99850.58
2022-05-05 04:00:00+00:00,99545.58
2022-05-06 04:00:00+00:00,99496.18000000001
2022-05-09 04:00:00+00:00,99232.78
2022-05-10 04:00:00+00:00,99251.18000000001
2022-05-11 04:00:00+00:00,99124.38
2022-05-12 04:00:00+00:00,99115.36
2022-05-13 04:00:00+00:00,99321.72
2022-05-16 04:00:00+00:00,99285.86
2022-05-17 04:00:00+00:00,99466.92
2022-05-18 04:00:00+00:00,99104.8
2022-05-19 04:00:00+00:00,99047.2
2022-05-20 04:00:00+00:00,99051.28
2022-05-23 04:00:00+00:00,99226.24
2022-05-24 04:00:00+00:00,99153.52
2022-05-25 04:00:00+00:00,99237.04
2022-05-26 04:00:00+00:00,99443.48
2022-05-27 04:00:00+00:00,99702.18
2022-05-31 04:00:00+00:00,99641.6
2022-06-01 04:00:00+00:00,99554.76000000001
2022-06-02 04:00:00+00:00,99771.76000000001
2022-06-03 04:00:00+00:00,99581.36
2022-06-06 04:00:00+00:00,99616.36
2022-06-07 04:00:00+00:00,99726.96
2022-06-08 04:00:00+00:00,99600.40000000001
2022-06-09 04:00:00+00:00,99307.0
2022-06-10 04:00:00+00:00,98957.8
2022-06-13 04:00:00+00:00,98513.8
2022-06-14 04:00:00+00:00,98479.90000000001
2022-06-15 04:00:00+00:00,98639.8
2022-06-16 04:00:00+00:00,98238.20000000001
2022-06-17 04:00:00+00:00,98212.92000000001
2022-06-21 04:00:00+00:00,98507.64000000001
2022-06-22 04:00:00+00:00,98485.88
2022-06-23 04:00:00+00:00,98610.66
2022-06-24 04:00:00+00:00,99019.34000000001
2022-06-27 04:00:00+00:00,98968.68000000001
