date,price,shares,investment,position,portfolio_value,type
2023-11-16 05:00:00+00:00,233.59,4,934.36,303,70777.77,buy
2023-11-24 05:00:00+00:00,235.45,4,941.8,307,72283.15,buy
2023-12-01 05:00:00+00:00,238.83,4,955.32,311,74276.13,buy
2023-12-08 05:00:00+00:00,243.84,4,975.36,315,76809.6,buy
2023-12-15 05:00:00+00:00,253.5,3,760.5,318,80613.0,buy
2023-12-22 05:00:00+00:00,252.54,3,757.62,321,81065.34,buy
2023-12-29 05:00:00+00:00,248.48,4,993.92,325,80756.0,buy
2024-01-05 05:00:00+00:00,237.49,4,949.96,329,78134.21,buy
2024-01-12 05:00:00+00:00,218.89,4,875.56,333,72890.37,buy
2024-01-19 05:00:00+00:00,212.19,4,848.76,337,71508.03,buy
2024-01-26 05:00:00+00:00,183.25,5,916.25,342,62671.5,buy
2024-02-02 05:00:00+00:00,187.91,5,939.55,347,65204.77,buy
2024-02-09 05:00:00+00:00,193.57,5,967.8499999999999,352,68136.64,buy
2024-02-16 05:00:00+00:00,199.95,5,999.75,357,71382.15,buy
2024-02-23 05:00:00+00:00,191.97,5,959.85,362,69493.14,buy
2024-03-01 05:00:00+00:00,202.64,4,810.56,366,74166.23999999999,buy
